시도,시군구,성별,총합계,D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8(계절근로),E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),기타
광주광역시,광산구,남성,"12,203 ",,"1,684 ",7 ,519 ,,5 ,,27 ,8 ,216 ,2 ,17 ,5 ,,,,581 ,4 ,"3,573 ",1 ,637 ,181 ,416 ,"2,311 ",456 ,427 ,763 ,,253 ,110 
광주광역시,광산구,여성,"8,821 ",,"1,489 ",,395 ,,7 ,,3 ,1 ,286 ,2 ,56 ,4 ,,,5 ,19 ,4 ,151 ,,827 ,219 ,600 ,"2,311 ",546 ,"1,247 ",384 ,4 ,227 ,34 
광주광역시,남구,총계,"1,995 ",,394 ,10 ,379 ,,11 ,,1 ,,40 ,4 ,82 ,4 ,,,1 ,18 ,2 ,133 ,,122 ,27 ,35 ,227 ,105 ,346 ,20 ,1 ,23 ,10 
광주광역시,남구,남성,862 ,,182 ,7 ,188 ,,2 ,,,,22 ,3 ,25 ,4 ,,,,16 ,,130 ,,43 ,7 ,19 ,105 ,27 ,45 ,17 ,1 ,15 ,4 
광주광역시,남구,여성,"1,133 ",,212 ,3 ,191 ,,9 ,,1 ,,18 ,1 ,57 ,,,,1 ,2 ,2 ,3 ,,79 ,20 ,16 ,122 ,78 ,301 ,3 ,,8 ,6 
광주광역시,동구,총계,"2,130 ",,837 ,,368 ,,4 ,,3 ,2 ,85 ,12 ,24 ,29 ,,,2 ,36 ,1 ,73 ,,41 ,35 ,53 ,187 ,95 ,147 ,66 ,4 ,21 ,5 
광주광역시,동구,남성,"1,132 ",,435 ,,241 ,,2 ,,3 ,1 ,45 ,9 ,7 ,22 ,,,1 ,33 ,1 ,72 ,,15 ,23 ,22 ,81 ,38 ,21 ,42 ,1 ,14 ,3 
광주광역시,동구,여성,998 ,,402 ,,127 ,,2 ,,,1 ,40 ,3 ,17 ,7 ,,,1 ,3 ,,1 ,,26 ,12 ,31 ,106 ,57 ,126 ,24 ,3 ,7 ,2 
광주광역시,북구,총계,"6,485 ",,"1,872 ",25 ,510 ,,10 ,,7 ,10 ,149 ,14 ,59 ,122 ,,,3 ,83 ,17 ,475 ,,334 ,159 ,348 ,627 ,335 ,848 ,359 ,2 ,73 ,44 
광주광역시,북구,남성,"3,288 ",,"1,083 ",19 ,242 ,,8 ,,4 ,8 ,92 ,11 ,21 ,91 ,,,2 ,73 ,12 ,426 ,,123 ,68 ,126 ,287 ,137 ,112 ,269 ,,38 ,36 
광주광역시,북구,여성,"3,197 ",,789 ,6 ,268 ,,2 ,,3 ,2 ,57 ,3 ,38 ,31 ,,,1 ,10 ,5 ,49 ,,211 ,91 ,222 ,340 ,198 ,736 ,90 ,2 ,35 ,8 
광주광역시,서구,총계,"3,358 ",,854 ,,236 ,,9 ,,7 ,1 ,111 ,2 ,81 ,,,,10 ,82 ,2 ,295 ,,156 ,67 ,66 ,431 ,166 ,433 ,261 ,2 ,53 ,33 
광주광역시,서구,남성,"1,679 ",,405 ,,140 ,,6 ,,7 ,1 ,57 ,2 ,28 ,,,,7 ,74 ,1 ,270 ,,63 ,23 ,20 ,198 ,69 ,49 ,207 ,,31 ,21 
광주광역시,서구,여성,"1,679 ",,449 ,,96 ,,3 ,,,,54 ,,53 ,,,,3 ,8 ,1 ,25 ,,93 ,44 ,46 ,233 ,97 ,384 ,54 ,2 ,22 ,12 
대구광역시,총계,총계,"45,730 ",,"7,776 ",30 ,"4,060 ",,63 ,10 ,169 ,36 ,"1,100 ",91 ,612 ,140 ,,,128 ,"1,824 ",59 ,"7,535 ",3 ,"2,172 ","1,161 ","1,897 ","5,405 ","2,601 ","5,418 ","1,509 ",53 ,398 ,"1,480 "
대구광역시,군위군,총계,632 ,,,1 ,,,1 ,,,,1 ,,3 ,,,,,70 ,10 ,380 ,,29 ,4 ,26 ,28 ,9 ,62 ,4 ,,,4 
대구광역시,군위군,남성,481 ,,,1 ,,,,,,,1 ,,1 ,,,,,69 ,5 ,356 ,,11 ,3 ,2 ,18 ,3 ,3 ,4 ,,,4 
대구광역시,군위군,여성,151 ,,,,,,1 ,,,,,,2 ,,,,,1 ,5 ,24 ,,18 ,1 ,24 ,10 ,6 ,59 ,,,,0 
대구광역시,남구,총계,"2,833 ",,420 ,,514 ,,35 ,,4 ,2 ,128 ,,27 ,1 ,,,17 ,12 ,,7 ,1 ,103 ,97 ,64 ,351 ,133 ,278 ,39 ,3 ,14 ,583 
대구광역시,남구,남성,"1,240 ",,187 ,,270 ,,6 ,,3 ,2 ,68 ,,7 ,,,,,12 ,,7 ,1 ,45 ,47 ,31 ,130 ,62 ,42 ,11 ,,7 ,302 
대구광역시,남구,여성,"1,593 ",,233 ,,244 ,,29 ,,1 ,,60 ,,20 ,1 ,,,17 ,,,,,58 ,50 ,33 ,221 ,71 ,236 ,28 ,3 ,7 ,281 
대구광역시,달서구,총계,"14,656 ",,"3,627 ",6 ,"1,994 ",,6 ,1 ,66 ,15 ,574 ,18 ,125 ,10 ,,,35 ,656 ,,"2,753 ",,456 ,290 ,523 ,831 ,574 ,"1,347 ",514 ,7 ,60 ,168 
대구광역시,달서구,남성,"8,083 ",,"1,527 ",6 ,975 ,,5 ,1 ,60 ,13 ,215 ,14 ,38 ,7 ,,,2 ,616 ,,"2,628 ",,192 ,115 ,172 ,407 ,269 ,288 ,373 ,,31 ,129 
대구광역시,달서구,여성,"6,573 ",,"2,100 ",,"1,019 ",,1 ,,6 ,2 ,359 ,4 ,87 ,3 ,,,33 ,40 ,,125 ,,264 ,175 ,351 ,424 ,305 ,"1,059 ",141 ,7 ,29 ,39 
대구광역시,달성군,총계,"10,114 ",,239 ,7 ,45 ,,2 ,,35 ,7 ,54 ,8 ,47 ,25 ,,,2 ,648 ,49 ,"3,006 ",1 ,619 ,319 ,652 ,"1,898 ",690 ,"1,020 ",467 ,3 ,153 ,118 
대구광역시,달성군,남성,"6,477 ",,133 ,3 ,19 ,,2 ,,32 ,7 ,29 ,7 ,11 ,20 ,,,,626 ,34 ,"2,846 ",1 ,278 ,144 ,198 ,958 ,349 ,232 ,369 ,,81 ,98 
대구광역시,달성군,여성,"3,637 ",,106 ,4 ,26 ,,,,3 ,,25 ,1 ,36 ,5 ,,,2 ,22 ,15 ,160 ,,341 ,175 ,454 ,940 ,341 ,788 ,98 ,3 ,72 ,20 
대구광역시,동구,총계,"2,641 ",,159 ,2 ,52 ,,4 ,4 ,21 ,5 ,33 ,5 ,40 ,12 ,,,21 ,78 ,,76 ,,256 ,104 ,101 ,541 ,272 ,697 ,47 ,7 ,38 ,66 
대구광역시,동구,남성,953 ,,64 ,,21 ,,4 ,3 ,20 ,3 ,11 ,4 ,8 ,8 ,,,1 ,49 ,,62 ,,85 ,49 ,40 ,247 ,102 ,91 ,21 ,1 ,17 ,42 
대구광역시,동구,여성,"1,688 ",,95 ,2 ,31 ,,,1 ,1 ,2 ,22 ,1 ,32 ,4 ,,,20 ,29 ,,14 ,,171 ,55 ,61 ,294 ,170 ,606 ,26 ,6 ,21 ,24 
대구광역시,북구,총계,"7,982 ",,"2,802 ",1 ,"1,309 ",,5 ,4 ,7 ,1 ,168 ,48 ,114 ,82 ,,,27 ,150 ,,615 ,1 ,308 ,144 ,297 ,549 ,340 ,801 ,86 ,7 ,53 ,63 
대구광역시,북구,남성,"3,793 ",,"1,284 ",1 ,645 ,,5 ,4 ,6 ,,77 ,37 ,44 ,66 ,,,2 ,134 ,,578 ,1 ,105 ,62 ,122 ,263 ,135 ,91 ,55 ,1 ,30 ,45 
대구광역시,북구,여성,"4,189 ",,"1,518 ",,664 ,,,,1 ,1 ,91 ,11 ,70 ,16 ,,,25 ,16 ,,37 ,,203 ,82 ,175 ,286 ,205 ,710 ,31 ,6 ,23 ,18 
대구광역시,서구,총계,"3,351 ",,193 ,13 ,69 ,,3 ,,24 ,3 ,48 ,,17 ,2 ,,,3 ,125 ,,653 ,,248 ,125 ,159 ,454 ,206 ,587 ,304 ,1 ,51 ,63 
대구광역시,서구,남성,"1,939 ",,113 ,12 ,40 ,,,,24 ,3 ,25 ,,5 ,1 ,,,2 ,118 ,,618 ,,99 ,72 ,43 ,221 ,83 ,126 ,247 ,,35 ,52 
대구광역시,서구,여성,"1,412 ",,80 ,1 ,29 ,,3 ,,,,23 ,,12 ,1 ,,,1 ,7 ,,35 ,,149 ,53 ,116 ,233 ,123 ,461 ,57 ,1 ,16 ,11 
대구광역시,수성구,총계,"2,342 ",,187 ,,54 ,,3 ,1 ,7 ,2 ,69 ,5 ,213 ,2 ,,,22 ,52 ,,23 ,,113 ,44 ,39 ,574 ,221 ,443 ,29 ,7 ,19 ,213 
대구광역시,수성구,남성,919 ,,91 ,,34 ,,2 ,1 ,4 ,1 ,19 ,4 ,69 ,1 ,,,13 ,42 ,,21 ,,39 ,21 ,18 ,228 ,80 ,96 ,8 ,,12 ,115 
대구광역시,수성구,여성,"1,423 ",,96 ,,20 ,,1 ,,3 ,1 ,50 ,1 ,144 ,1 ,,,9 ,10 ,,2 ,,74 ,23 ,21 ,346 ,141 ,347 ,21 ,7 ,7 ,98 
대구광역시,중구,총계,"1,179 ",,149 ,,23 ,,4 ,,5 ,1 ,25 ,7 ,26 ,6 ,,,1 ,33 ,,22 ,,40 ,34 ,36 ,179 ,156 ,183 ,19 ,18 ,10 ,202 
대구광역시,중구,남성,524 ,,70 ,,10 ,,,,4 ,1 ,11 ,6 ,10 ,3 ,,,,31 ,,22 ,,13 ,19 ,8 ,75 ,75 ,33 ,12 ,6 ,6 ,109 
대구광역시,중구,여성,655 ,,79 ,,13 ,,4 ,,1 ,,14 ,1 ,16 ,3 ,,,1 ,2 ,,,,27 ,15 ,28 ,104 ,81 ,150 ,7 ,12 ,4 ,93 
대전광역시,총계,총계,"32,620 ",1 ,"11,530 ",2 ,"4,340 ",,23 ,8 ,54 ,22 ,"1,050 ",168 ,405 ,372 ,4 ,,32 ,562 ,9 ,"1,314 ",,"1,113 ",909 ,"1,184 ","3,405 ","1,828 ","3,164 ",669 ,28 ,305 ,119 
대전광역시,대덕구,총계,"4,310 ",,825 ,1 ,776 ,,3 ,5 ,11 ,,126 ,7 ,16 ,1 ,,,11 ,116 ,1 ,674 ,,195 ,55 ,132 ,432 ,207 ,498 ,131 ,3 ,62 ,22 
대전광역시,대덕구,남성,"2,198 ",,390 ,,383 ,,,3 ,10 ,,65 ,5 ,3 ,1 ,,,9 ,108 ,1 ,611 ,,79 ,21 ,39 ,198 ,93 ,53 ,82 ,,31 ,13 
대전광역시,대덕구,여성,"2,112 ",,435 ,1 ,393 ,,3 ,2 ,1 ,,61 ,2 ,13 ,,,,2 ,8 ,,63 ,,116 ,34 ,93 ,234 ,114 ,445 ,49 ,3 ,31 ,9 
대전광역시,동구,총계,"8,354 ",,"4,219 ",1 ,"1,167 ",,,,9 ,6 ,404 ,115 ,23 ,2 ,,,6 ,59 ,8 ,150 ,,224 ,123 ,187 ,515 ,271 ,617 ,186 ,4 ,45 ,13 
대전광역시,동구,남성,"3,972 ",,"2,104 ",1 ,588 ,,,,7 ,4 ,216 ,72 ,4 ,2 ,,,4 ,50 ,6 ,129 ,,85 ,42 ,69 ,240 ,106 ,77 ,120 ,,34 ,12 
대전광역시,동구,여성,"4,382 ",,"2,115 ",,579 ,,,,2 ,2 ,188 ,43 ,19 ,,,,2 ,9 ,2 ,21 ,,139 ,81 ,118 ,275 ,165 ,540 ,66 ,4 ,11 ,1 
대전광역시,서구,총계,"7,281 ",,"2,445 ",,"1,118 ",,12 ,1 ,6 ,7 ,216 ,6 ,214 ,62 ,,,7 ,103 ,,84 ,,253 ,171 ,172 ,899 ,405 ,830 ,152 ,11 ,85 ,22 
대전광역시,서구,남성,"3,098 ",,"1,103 ",,523 ,,4 ,1 ,6 ,5 ,103 ,3 ,57 ,49 ,,,3 ,85 ,,66 ,,95 ,72 ,71 ,379 ,168 ,150 ,94 ,4 ,43 ,14 
대전광역시,서구,여성,"4,183 ",,"1,342 ",,595 ,,8 ,,,2 ,113 ,3 ,157 ,13 ,,,4 ,18 ,,18 ,,158 ,99 ,101 ,520 ,237 ,680 ,58 ,7 ,42 ,8 
대전광역시,유성구,총계,"10,443 ",1 ,"3,877 ",,"1,264 ",,7 ,2 ,24 ,8 ,260 ,35 ,109 ,302 ,4 ,,3 ,256 ,,301 ,,235 ,494 ,625 ,"1,041 ",679 ,699 ,96 ,8 ,61 ,52 
대전광역시,유성구,남성,"5,157 ",1 ,"1,983 ",,633 ,,6 ,2 ,19 ,5 ,122 ,25 ,30 ,227 ,3 ,,,192 ,,275 ,,92 ,229 ,212 ,459 ,341 ,151 ,70 ,,38 ,42 
대전광역시,유성구,여성,"5,286 ",,"1,894 ",,631 ,,1 ,,5 ,3 ,138 ,10 ,79 ,75 ,1 ,,3 ,64 ,,26 ,,143 ,265 ,413 ,582 ,338 ,548 ,26 ,8 ,23 ,10 
대전광역시,중구,총계,"2,232 ",,164 ,,15 ,,1 ,,4 ,1 ,44 ,5 ,43 ,5 ,,,5 ,28 ,,105 ,,206 ,66 ,68 ,518 ,266 ,520 ,104 ,2 ,52 ,10 
대전광역시,중구,남성,903 ,,67 ,,6 ,,,,4 ,,14 ,2 ,6 ,1 ,,,3 ,24 ,,97 ,,71 ,35 ,28 ,241 ,115 ,71 ,78 ,,33 ,7 
대전광역시,중구,여성,"1,329 ",,97 ,,9 ,,1 ,,,1 ,30 ,3 ,37 ,4 ,,,2 ,4 ,,8 ,,135 ,31 ,40 ,277 ,151 ,449 ,26 ,2 ,19 ,3 
부산광역시,총계,총계,"69,411 ",1 ,"17,573 ",80 ,"5,881 ",,102 ,85 ,284 ,157 ,"1,447 ",118 ,855 ,169 ,,1 ,266 ,"2,918 ",64 ,"9,965 ","3,006 ","1,976 ","1,607 ","2,236 ","7,551 ","4,055 ","6,766 ",851 ,161 ,445 ,791 
부산광역시,강서구,총계,"7,604 ",,60 ,5 ,7 ,,3 ,3 ,66 ,41 ,31 ,,47 ,7 ,,,3 ,974 ,,"4,610 ",9 ,125 ,118 ,323 ,346 ,236 ,402 ,100 ,1 ,43 ,44 
부산광역시,강서구,남성,"6,398 ",,33 ,5 ,3 ,,3 ,3 ,63 ,38 ,19 ,,17 ,7 ,,,3 ,963 ,,"4,506 ",9 ,52 ,60 ,84 ,179 ,106 ,94 ,82 ,,31 ,38 
부산광역시,강서구,여성,"1,206 ",,27 ,,4 ,,,,3 ,3 ,12 ,,30 ,,,,,11 ,,104 ,,73 ,58 ,239 ,167 ,130 ,308 ,18 ,1 ,12 ,6 
부산광역시,금정구,총계,"5,340 ",,"2,689 ",22 ,695 ,,17 ,,12 ,2 ,199 ,20 ,40 ,80 ,,,3 ,60 ,,130 ,6 ,113 ,78 ,172 ,392 ,169 ,359 ,36 ,15 ,22 ,9 
부산광역시,금정구,남성,"2,132 ",,"1,036 ",9 ,269 ,,7 ,,9 ,1 ,75 ,10 ,16 ,60 ,,,3 ,44 ,,108 ,6 ,49 ,33 ,57 ,168 ,68 ,66 ,19 ,1 ,9 ,9 
부산광역시,금정구,여성,"3,208 ",,"1,653 ",13 ,426 ,,10 ,,3 ,1 ,124 ,10 ,24 ,20 ,,,,16 ,,22 ,,64 ,45 ,115 ,224 ,101 ,293 ,17 ,14 ,13 ,0 
부산광역시,기장군,총계,"3,625 ",,29 ,2 ,4 ,,,10 ,10 ,11 ,13 ,1 ,31 ,1 ,,,25 ,264 ,62 ,"1,532 ",134 ,100 ,70 ,148 ,393 ,171 ,496 ,62 ,4 ,30 ,22 
부산광역시,기장군,남성,"2,491 ",,14 ,2 ,1 ,,,9 ,7 ,10 ,6 ,1 ,13 ,1 ,,,11 ,232 ,58 ,"1,444 ",134 ,39 ,35 ,38 ,179 ,66 ,95 ,55 ,1 ,20 ,20 
부산광역시,기장군,여성,"1,134 ",,15 ,,3 ,,,1 ,3 ,1 ,7 ,,18 ,,,,14 ,32 ,4 ,88 ,,61 ,35 ,110 ,214 ,105 ,401 ,7 ,3 ,10 ,2 
부산광역시,남구,총계,"8,787 ",1 ,"5,356 ",3 ,"1,033 ",,16 ,4 ,13 ,6 ,333 ,23 ,53 ,43 ,,,2 ,91 ,,67 ,57 ,95 ,144 ,161 ,442 ,300 ,410 ,41 ,14 ,26 ,53 
부산광역시,남구,남성,"4,601 ",,"3,003 ",2 ,521 ,,8 ,4 ,10 ,4 ,163 ,14 ,16 ,34 ,,,2 ,41 ,,59 ,57 ,38 ,77 ,70 ,189 ,134 ,84 ,27 ,1 ,14 ,29 
부산광역시,남구,여성,"4,186 ",1 ,"2,353 ",1 ,512 ,,8 ,,3 ,2 ,170 ,9 ,37 ,9 ,,,,50 ,,8 ,,57 ,67 ,91 ,253 ,166 ,326 ,14 ,13 ,12 ,24 
부산광역시,동구,총계,"2,590 ",,104 ,,34 ,,4 ,15 ,8 ,13 ,41 ,1 ,11 ,,,,191 ,119 ,2 ,11 ,290 ,75 ,161 ,120 ,588 ,391 ,205 ,113 ,6 ,22 ,65 
부산광역시,동구,남성,"1,232 ",,41 ,,23 ,,,14 ,8 ,12 ,15 ,1 ,2 ,,,,13 ,68 ,1 ,11 ,290 ,32 ,80 ,57 ,275 ,175 ,24 ,38 ,2 ,13 ,37 
부산광역시,동구,여성,"1,358 ",,63 ,,11 ,,4 ,1 ,,1 ,26 ,,9 ,,,,178 ,51 ,1 ,,,43 ,81 ,63 ,313 ,216 ,181 ,75 ,4 ,9 ,28 
부산광역시,동래구,총계,"1,478 ",,170 ,9 ,24 ,,10 ,,3 ,,26 ,5 ,95 ,1 ,,,8 ,33 ,,29 ,15 ,76 ,39 ,35 ,358 ,173 ,313 ,25 ,5 ,23 ,3 
부산광역시,동래구,남성,565 ,,79 ,,11 ,,6 ,,3 ,,12 ,5 ,28 ,1 ,,,6 ,26 ,,29 ,15 ,29 ,16 ,11 ,149 ,63 ,46 ,14 ,1 ,13 ,2 
부산광역시,동래구,여성,913 ,,91 ,9 ,13 ,,4 ,,,,14 ,,67 ,,,,2 ,7 ,,,,47 ,23 ,24 ,209 ,110 ,267 ,11 ,4 ,10 ,1 
부산광역시,부산진구,총계,"4,308 ",,"1,575 ",2 ,300 ,,3 ,6 ,8 ,2 ,123 ,8 ,78 ,5 ,,1 ,2 ,51 ,,53 ,5 ,197 ,99 ,63 ,557 ,321 ,651 ,64 ,39 ,38 ,57 
부산광역시,부산진구,남성,"1,958 ",,882 ,1 ,150 ,,3 ,6 ,7 ,2 ,56 ,4 ,21 ,3 ,,1 ,2 ,30 ,,48 ,5 ,77 ,43 ,32 ,239 ,137 ,103 ,38 ,8 ,25 ,35 
부산광역시,부산진구,여성,"2,350 ",,693 ,1 ,150 ,,,,1 ,,67 ,4 ,57 ,2 ,,,,21 ,,5 ,,120 ,56 ,31 ,318 ,184 ,548 ,26 ,31 ,13 ,22 
부산광역시,북구,총계,"2,843 ",,705 ,,721 ,,6 ,,8 ,1 ,50 ,,36 ,,,,,20 ,,45 ,6 ,161 ,39 ,47 ,337 ,153 ,462 ,11 ,5 ,23 ,7 
부산광역시,북구,남성,"1,402 ",,441 ,,471 ,,5 ,,7 ,1 ,22 ,,12 ,,,,,13 ,,40 ,6 ,59 ,16 ,22 ,158 ,58 ,50 ,5 ,,11 ,5 
부산광역시,북구,여성,"1,441 ",,264 ,,250 ,,1 ,,1 ,,28 ,,24 ,,,,,7 ,,5 ,,102 ,23 ,25 ,179 ,95 ,412 ,6 ,5 ,12 ,2 
부산광역시,사상구,총계,"8,030 ",,"3,061 ",5 ,"1,273 ",,3 ,4 ,13 ,5 ,153 ,12 ,23 ,1 ,,,,219 ,,944 ,4 ,283 ,183 ,198 ,402 ,354 ,710 ,98 ,3 ,36 ,43 
부산광역시,사상구,남성,"4,333 ",,"1,443 ",3 ,707 ,,2 ,4 ,12 ,3 ,79 ,8 ,6 ,1 ,,,,206 ,,912 ,4 ,101 ,91 ,81 ,196 ,160 ,184 ,74 ,1 ,19 ,36 
부산광역시,사상구,여성,"3,697 ",,"1,618 ",2 ,566 ,,1 ,,1 ,2 ,74 ,4 ,17 ,,,,,13 ,,32 ,,182 ,92 ,117 ,206 ,194 ,526 ,24 ,2 ,17 ,7 
부산광역시,사하구,총계,"6,203 ",,563 ,12 ,93 ,,7 ,,5 ,2 ,116 ,4 ,47 ,14 ,,,3 ,358 ,,"2,095 ",154 ,251 ,127 ,245 ,753 ,404 ,788 ,75 ,3 ,53 ,31 
부산광역시,사하구,남성,"3,863 ",,268 ,8 ,39 ,,7 ,,4 ,2 ,78 ,3 ,11 ,8 ,,,2 ,342 ,,"1,946 ",154 ,103 ,64 ,65 ,357 ,169 ,123 ,52 ,1 ,33 ,24 
부산광역시,사하구,여성,"2,340 ",,295 ,4 ,54 ,,,,1 ,,38 ,1 ,36 ,6 ,,,1 ,16 ,,149 ,,148 ,63 ,180 ,396 ,235 ,665 ,23 ,2 ,20 ,7 
부산광역시,서구,총계,"3,425 ",,847 ,3 ,582 ,,2 ,5 ,20 ,16 ,79 ,2 ,12 ,2 ,,,,45 ,,145 ,692 ,60 ,106 ,76 ,314 ,163 ,204 ,21 ,2 ,15 ,12 
부산광역시,서구,남성,"1,784 ",,308 ,1 ,210 ,,1 ,4 ,15 ,15 ,36 ,2 ,5 ,2 ,,,,31 ,,84 ,692 ,24 ,54 ,29 ,138 ,71 ,30 ,14 ,,7 ,11 
부산광역시,서구,여성,"1,641 ",,539 ,2 ,372 ,,1 ,1 ,5 ,1 ,43 ,,7 ,,,,,14 ,,61 ,,36 ,52 ,47 ,176 ,92 ,174 ,7 ,2 ,8 ,1 
부산광역시,수영구,총계,"2,449 ",,365 ,6 ,59 ,,9 ,2 ,18 ,19 ,86 ,26 ,169 ,2 ,,,1 ,73 ,,57 ,33 ,78 ,70 ,85 ,500 ,207 ,355 ,28 ,34 ,15 ,152 
부산광역시,수영구,남성,"1,040 ",,131 ,3 ,17 ,,3 ,2 ,14 ,14 ,30 ,17 ,65 ,2 ,,,,48 ,,56 ,33 ,35 ,31 ,46 ,190 ,90 ,105 ,10 ,6 ,11 ,81 
부산광역시,수영구,여성,"1,409 ",,234 ,3 ,42 ,,6 ,,4 ,5 ,56 ,9 ,104 ,,,,1 ,25 ,,1 ,,43 ,39 ,39 ,310 ,117 ,250 ,18 ,28 ,4 ,71 
부산광역시,연제구,총계,"1,304 ",,163 ,5 ,30 ,,1 ,,3 ,,31 ,,38 ,,,,3 ,46 ,,25 ,28 ,93 ,29 ,41 ,270 ,151 ,305 ,18 ,8 ,11 ,5 
부산광역시,연제구,남성,506 ,,66 ,4 ,10 ,,1 ,,3 ,,10 ,,10 ,,,,2 ,30 ,,22 ,28 ,35 ,10 ,20 ,117 ,63 ,47 ,14 ,2 ,8 ,4 
부산광역시,연제구,여성,798 ,,97 ,1 ,20 ,,,,,,21 ,,28 ,,,,1 ,16 ,,3 ,,58 ,19 ,21 ,153 ,88 ,258 ,4 ,6 ,3 ,1 
부산광역시,영도구,총계,"2,744 ",,343 ,1 ,268 ,,4 ,9 ,11 ,5 ,43 ,,4 ,12 ,,,,319 ,,137 ,520 ,81 ,116 ,107 ,317 ,169 ,231 ,14 ,,29 ,4 
부산광역시,영도구,남성,"1,773 ",,186 ,,149 ,,3 ,9 ,9 ,5 ,31 ,,1 ,10 ,,,,311 ,,134 ,520 ,29 ,58 ,36 ,144 ,80 ,29 ,10 ,,17 ,2 
부산광역시,영도구,여성,971 ,,157 ,1 ,119 ,,1 ,,2 ,,12 ,,3 ,2 ,,,,8 ,,3 ,,52 ,58 ,71 ,173 ,89 ,202 ,4 ,,12 ,2 
부산광역시,중구,총계,"2,741 ",,433 ,,415 ,,3 ,3 ,7 ,6 ,34 ,1 ,16 ,,,,3 ,43 ,,5 ,996 ,23 ,43 ,44 ,252 ,162 ,114 ,109 ,4 ,15 ,10 
부산광역시,중구,남성,"1,702 ",,164 ,,188 ,,2 ,2 ,6 ,6 ,15 ,1 ,3 ,,,,,31 ,,3 ,986 ,9 ,21 ,15 ,110 ,78 ,21 ,26 ,,10 ,5 
부산광역시,중구,여성,"1,039 ",,269 ,,227 ,,1 ,1 ,1 ,,19 ,,13 ,,,,3 ,12 ,,2 ,10 ,14 ,22 ,29 ,142 ,84 ,93 ,83 ,4 ,5 ,5 
부산광역시,해운대구,총계,"5,940 ",,"1,110 ",5 ,343 ,,14 ,24 ,79 ,28 ,89 ,15 ,155 ,1 ,,,22 ,203 ,,80 ,57 ,165 ,185 ,371 ,"1,330 ",531 ,761 ,36 ,18 ,44 ,274 
부산광역시,해운대구,남성,"2,837 ",,597 ,2 ,167 ,,14 ,20 ,64 ,26 ,41 ,13 ,60 ,1 ,,,7 ,141 ,,66 ,57 ,65 ,91 ,160 ,575 ,247 ,240 ,23 ,5 ,24 ,131 
부산광역시,해운대구,여성,"3,103 ",,513 ,3 ,176 ,,,4 ,15 ,2 ,48 ,2 ,95 ,,,,15 ,62 ,,14 ,,100 ,94 ,211 ,755 ,284 ,521 ,13 ,13 ,20 ,143 
서울특별시,총계,총계,"422,426 ",19 ,"72,975 ",35 ,"19,207 ",115 ,443 ,544 ,"3,075 ",373 ,"8,887 ",488 ,"3,323 ",805 ,42 ,199 ,"1,652 ","8,649 ",4 ,"3,325 ",2 ,"8,499 ","17,065 ","11,009 ","147,313 ","55,114 ","23,146 ","4,673 ","2,852 ","18,723 ","9,870 "
서울특별시,강남구,총계,"12,044 ",1 ,452 ,1 ,192 ,1 ,4 ,22 ,303 ,6 ,185 ,11 ,563 ,11 ,,1 ,411 ,843 ,,160 ,,147 ,512 ,263 ,"5,915 ",772 ,733 ,109 ,170 ,137 ,119 
서울특별시,강남구,남성,"5,447 ",,143 ,,73 ,,3 ,17 ,223 ,4 ,51 ,6 ,147 ,9 ,,1 ,198 ,573 ,,150 ,,82 ,193 ,99 ,"2,650 ",350 ,241 ,58 ,33 ,69 ,74 
